,0
0,0.7004868576728674
1,1.079938655014337
2,-1.0556471253870474
3,0.43909988404716993
4,1.1943915376511154
5,0.07831837149968977
6,0.5899921070308224
7,-1.2341204463746958
8,-1.3117279687960883
9,1.470719190924043
10,-0.7714169129830368
11,-0.6184320567618111
12,-2.0172112706641565
13,0.056010465373074345
14,-1.3876654231637546
15,0.8483545568180444
16,0.48449756014161066
17,-0.5157792552788183
18,0.2927289610917852
19,-0.6763716140549115
20,-1.24645605964299
21,0.8312989299434517
22,0.8072304246304749
23,0.6168993038274537
24,-0.8067220385209859
25,-0.018162996026568828
26,-1.0646465086117882
27,-0.14184199560184577
28,0.9556384597134062
29,-1.433281590114166
30,-1.3330616712680385
31,-1.6823673383496487
32,0.07411623096994369
33,-0.8134795764184111
34,0.9944144437904363
35,-2.513519559436602
36,0.7801707202242422
37,-0.44093864512698017
38,0.8875866610389853
39,-1.5398748888548286
40,0.8267281004971538
41,-2.157391510563098
42,-0.6511353106012924
43,0.3759153691961577
44,-0.06916824916486569
45,-1.6212037412018967
46,0.7043795575145495
47,-0.38007967449460156
48,-0.3095622673638529
49,-0.3425711534856224
50,-0.11609098369069079
51,1.1214604340330008
52,-1.2184705557770772
53,-0.320236355893587
54,0.5992631933012607
55,-3.101117389488301
56,1.4807443472137516
57,-0.3189168682392949
58,-0.061245174900862544
59,0.027458180177514276
60,0.1823694761251773
61,0.1785213616888647
62,1.1544790139020678
63,-0.6355037052434974
64,0.24680195129795582
65,-1.2841056402762894
66,-0.3709785517324343
67,-0.08912160062648937
68,0.1698369881223493
69,-1.7534796664050396
70,-0.34147975773897044
71,1.398976705132194
72,-0.8458402403605667
73,-1.175174350139506
74,0.7752337048393504
75,0.9707253555208648
76,-0.710056473263919
77,0.32788419810173586
78,-0.7751850504114777
79,0.8700116209373014
80,-0.6936609319881204
81,-0.5393830631135713
82,1.1000858664141544
83,0.9850998836492727
84,0.3869578588155211
85,0.3002827161061293
86,0.7322431261951035
87,-0.6721554716484089
88,-0.6190387334027144
89,-0.05586727794283819
90,-0.06540124461047006
91,0.23599161320520393
92,0.1866813731212109
93,-0.22073612165102433
94,0.47064332454564584
95,-0.454182009516456
96,1.3919225723565585
97,0.21354776617411558
98,0.7643029853609731
99,1.7825331676972462
